benchmark,variant,seed,rtl_record_status,capsule_export_status,replay_status,property_id_record,property_id_replay,commit_match,event_match,final_signature_match,capsule_bytes,cycles_to_failure,commits_to_failure,overflow,firmware_source,firmware_sha256,compiler_backed,notes
mmio_ordering_bug,failing,2,PASS,PASS,PASS,5,5,PASS,PASS,PASS,84,59,15,false,compiler_c,a4ec640d98e1bac6c5b57d4f6073589d14d0ca5aedf8e8452042f79da5b64111,true,"PASS replay benchmark=mmio_ordering_bug variant=failing seed=2 arch=v1 recorder_config=core property=5 events=4 cycles=59 commits=15 notes=""record/replay capsule packets match"""
mmio_ordering_bug,failing,3,PASS,PASS,PASS,5,5,PASS,PASS,PASS,84,59,15,false,compiler_c,a4ec640d98e1bac6c5b57d4f6073589d14d0ca5aedf8e8452042f79da5b64111,true,"PASS replay benchmark=mmio_ordering_bug variant=failing seed=3 arch=v1 recorder_config=core property=5 events=4 cycles=59 commits=15 notes=""record/replay capsule packets match"""
mmio_ordering_bug,fixed,1,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,66d7d0284211a0118f5b02d7fa23521065e7d92fb71f321625f4f94108fb5a40,true,"PASS replay benchmark=mmio_ordering_bug variant=fixed seed=1 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
mmio_ordering_bug,fixed,2,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,66d7d0284211a0118f5b02d7fa23521065e7d92fb71f321625f4f94108fb5a40,true,"PASS replay benchmark=mmio_ordering_bug variant=fixed seed=2 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
mmio_ordering_bug,fixed,3,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,66d7d0284211a0118f5b02d7fa23521065e7d92fb71f321625f4f94108fb5a40,true,"PASS replay benchmark=mmio_ordering_bug variant=fixed seed=3 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
stack_corruption_bug,failing,1,PASS,PASS,PASS,4,4,PASS,PASS,PASS,84,62,16,false,compiler_c,47774927de8e016c216951a6c9fbbdcfabb9f8a257083d5c068fe0020df1710d,true,"PASS replay benchmark=stack_corruption_bug variant=failing seed=1 arch=v1 recorder_config=core property=4 events=4 cycles=62 commits=16 notes=""record/replay capsule packets match"""
stack_corruption_bug,failing,2,PASS,PASS,PASS,4,4,PASS,PASS,PASS,84,62,16,false,compiler_c,47774927de8e016c216951a6c9fbbdcfabb9f8a257083d5c068fe0020df1710d,true,"PASS replay benchmark=stack_corruption_bug variant=failing seed=2 arch=v1 recorder_config=core property=4 events=4 cycles=62 commits=16 notes=""record/replay capsule packets match"""
stack_corruption_bug,failing,3,PASS,PASS,PASS,4,4,PASS,PASS,PASS,84,62,16,false,compiler_c,47774927de8e016c216951a6c9fbbdcfabb9f8a257083d5c068fe0020df1710d,true,"PASS replay benchmark=stack_corruption_bug variant=failing seed=3 arch=v1 recorder_config=core property=4 events=4 cycles=62 commits=16 notes=""record/replay capsule packets match"""
stack_corruption_bug,fixed,1,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33327,true,compiler_c,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,true,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=1 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33327 notes=""record/replay capsule packets match"""
stack_corruption_bug,fixed,2,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33327,true,compiler_c,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,true,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=2 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33327 notes=""record/replay capsule packets match"""
stack_corruption_bug,fixed,3,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33327,true,compiler_c,012d9f4fcb81b98f91dfcc341fe046a2182a59bee6ebfa686123747f2cc33de3,true,"PASS replay benchmark=stack_corruption_bug variant=fixed seed=3 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33327 notes=""record/replay capsule packets match"""
uart_command_bug,failing,1,PASS,PASS,PASS,1,1,PASS,PASS,PASS,105,67,17,false,compiler_c,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,true,"PASS replay benchmark=uart_command_bug variant=failing seed=1 arch=v1 recorder_config=core property=1 events=5 cycles=67 commits=17 notes=""record/replay capsule packets match"""
uart_command_bug,failing,2,PASS,PASS,PASS,1,1,PASS,PASS,PASS,105,67,17,false,compiler_c,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,true,"PASS replay benchmark=uart_command_bug variant=failing seed=2 arch=v1 recorder_config=core property=1 events=5 cycles=67 commits=17 notes=""record/replay capsule packets match"""
uart_command_bug,failing,3,PASS,PASS,PASS,1,1,PASS,PASS,PASS,105,67,17,false,compiler_c,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,true,"PASS replay benchmark=uart_command_bug variant=failing seed=3 arch=v1 recorder_config=core property=1 events=5 cycles=67 commits=17 notes=""record/replay capsule packets match"""
uart_command_bug,fixed,1,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,true,"PASS replay benchmark=uart_command_bug variant=fixed seed=1 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
uart_command_bug,fixed,2,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,true,"PASS replay benchmark=uart_command_bug variant=fixed seed=2 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
uart_command_bug,fixed,3,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,288598d1b6a989883c1662f87500777996195fe230dc75ec54934470b1d82709,true,"PASS replay benchmark=uart_command_bug variant=fixed seed=3 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
uart_command_bug,no_failure_edge,1,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,true,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=1 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
uart_command_bug,no_failure_edge,2,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,true,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=2 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
uart_command_bug,no_failure_edge,3,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33328,true,compiler_c,44b90fdba014db0613a6dc13ef950ba92ed1c8c6720e55af7f6a041329847276,true,"PASS replay benchmark=uart_command_bug variant=no_failure_edge seed=3 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33328 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,failing,1,PASS,PASS,PASS,6,6,PASS,PASS,PASS,147,105,26,false,compiler_c,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,true,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=1 arch=v1 recorder_config=core property=6 events=7 cycles=105 commits=26 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,failing,2,PASS,PASS,PASS,6,6,PASS,PASS,PASS,147,105,26,false,compiler_c,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,true,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=2 arch=v1 recorder_config=core property=6 events=7 cycles=105 commits=26 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,failing,3,PASS,PASS,PASS,6,6,PASS,PASS,PASS,147,105,26,false,compiler_c,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,true,"PASS replay benchmark=watchdog_timeout_bug variant=failing seed=3 arch=v1 recorder_config=core property=6 events=7 cycles=105 commits=26 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,fixed,1,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33322,true,compiler_c,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,true,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=1 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33322 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,fixed,2,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33322,true,compiler_c,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,true,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=2 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33322 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,fixed,3,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33322,true,compiler_c,ab62f3c169a35249aff83a3f6589bf59e94dd747dc16c4636346f9adc6ac0123,true,"PASS replay benchmark=watchdog_timeout_bug variant=fixed seed=3 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33322 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,no_failure_edge,1,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33327,true,compiler_c,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,true,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=1 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33327 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,no_failure_edge,2,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33327,true,compiler_c,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,true,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=2 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33327 notes=""record/replay capsule packets match"""
watchdog_timeout_bug,no_failure_edge,3,PASS,PASS,PASS,0,0,PASS,PASS,PASS,5376,100000,33327,true,compiler_c,380c6280d3c35af06cbd57bd6839f0bb0cea0a88d64b4dd83588e04071be6920,true,"PASS replay benchmark=watchdog_timeout_bug variant=no_failure_edge seed=3 arch=v1 recorder_config=core property=0 events=256 cycles=100000 commits=33327 notes=""record/replay capsule packets match"""
